 #  |dist(asec)|prob. |     link ref      |     link      |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |   spec. type    |#bib|#not
    |          |member|                   |    comment    |                                   |   |                                       |         |         |         |         |         |                 |    |    
135 |    145.43|     4|2013MNRAS.430.1334M|B              |NGC 6611 374                       |dS*|18 18 53.2682646360 -13 46 07.183104924|15.529   |14.406   |13.347   |     ~   |11.968   |F                |  24|   0
136 |    145.43|    75|2009A&A...496..453G|S              |NGC 6611 374                       |dS*|18 18 53.2682646360 -13 46 07.183104924|15.529   |14.406   |13.347   |     ~   |11.968   |F                |  24|   0
137 |    145.43|    95|2023MNRAS.520.5487M|B              |NGC 6611 374                       |dS*|18 18 53.2682646360 -13 46 07.183104924|15.529   |14.406   |13.347   |     ~   |11.968   |F                |  24|   0
138 |    145.43|    98|2022A&A...664A..66M|B              |NGC 6611 374                       |dS*|18 18 53.2682646360 -13 46 07.183104924|15.529   |14.406   |13.347   |     ~   |11.968   |F                |  24|   0
139 |    145.43|   100|2013ApJS..209...32B|B              |NGC 6611 374                       |dS*|18 18 53.2682646360 -13 46 07.183104924|15.529   |14.406   |13.347   |     ~   |11.968   |F                |  24|   0
140 |    145.43|   100|2013MNRAS.434..806B|B              |NGC 6611 374                       |dS*|18 18 53.2682646360 -13 46 07.183104924|15.529   |14.406   |13.347   |     ~   |11.968   |F                |  24|   0
141 |    145.43|   100|2018A&A...618A..93C|B              |NGC 6611 374                       |dS*|18 18 53.2682646360 -13 46 07.183104924|15.529   |14.406   |13.347   |     ~   |11.968   |F                |  24|   0
142 |    145.43|   100|2020A&A...633A..99C|B              |NGC 6611 374                       |dS*|18 18 53.2682646360 -13 46 07.183104924|15.529   |14.406   |13.347   |     ~   |11.968   |F                |  24|   0
143 |    145.43|   100|2020A&A...640A...1C|B              |NGC 6611 374                       |dS*|18 18 53.2682646360 -13 46 07.183104924|15.529   |14.406   |13.347   |     ~   |11.968   |F                |  24|   0
144 |    161.44|     1|2013MNRAS.430.1334M|B              |NGC 6611 388                       |Y*O|18 18 54.9467872320 -13 48 45.845086428|     ~   |14.28    |13.70    |     ~   |     ~   |B                |  18|   0
145 |    161.44|    98|2022A&A...664A..66M|B              |NGC 6611 388                       |Y*O|18 18 54.9467872320 -13 48 45.845086428|     ~   |14.28    |13.70    |     ~   |     ~   |B                |  18|   0
146 |    161.44|   100|2018A&A...618A..93C|B              |NGC 6611 388                       |Y*O|18 18 54.9467872320 -13 48 45.845086428|     ~   |14.28    |13.70    |     ~   |     ~   |B                |  18|   0
147 |    161.44|   100|2020A&A...633A..99C|B              |NGC 6611 388                       |Y*O|18 18 54.9467872320 -13 48 45.845086428|     ~   |14.28    |13.70    |     ~   |     ~   |B                |  18|   0
148 |    161.44|   100|2020A&A...640A...1C|B              |NGC 6611 388                       |Y*O|18 18 54.9467872320 -13 48 45.845086428|     ~   |14.28    |13.70    |     ~   |     ~   |B                |  18|   0
149 |    169.17|    75|2009A&A...496..453G|S              |NGC 6611 396                       |Y*O|18 18 55.5847278072 -13 48 44.550286632|16.369   |15.305   |13.965   |     ~   |12.326   |G8               |  20|   0
150 |    169.17|   100|2013ApJS..209...32B|B              |NGC 6611 396                       |Y*O|18 18 55.5847278072 -13 48 44.550286632|16.369   |15.305   |13.965   |     ~   |12.326   |G8               |  20|   0
151 |    169.17|   100|2013MNRAS.434..806B|B              |NGC 6611 396                       |Y*O|18 18 55.5847278072 -13 48 44.550286632|16.369   |15.305   |13.965   |     ~   |12.326   |G8               |  20|   0
152 |    169.17|   100|2018A&A...618A..93C|B              |NGC 6611 396                       |Y*O|18 18 55.5847278072 -13 48 44.550286632|16.369   |15.305   |13.965   |     ~   |12.326   |G8               |  20|   0
153 |    169.17|   100|2020A&A...633A..99C|B              |NGC 6611 396                       |Y*O|18 18 55.5847278072 -13 48 44.550286632|16.369   |15.305   |13.965   |     ~   |12.326   |G8               |  20|   0
154 |    169.17|   100|2020A&A...640A...1C|B              |NGC 6611 396                       |Y*O|18 18 55.5847278072 -13 48 44.550286632|16.369   |15.305   |13.965   |     ~   |12.326   |G8               |  20|   0
155 |    169.17|   100|2022A&A...664A..66M|B              |NGC 6611 396                       |Y*O|18 18 55.5847278072 -13 48 44.550286632|16.369   |15.305   |13.965   |     ~   |12.326   |G8               |  20|   0
156 |    160.43|    75|2009A&A...496..453G|S              |NGC 6611 400                       |Y*O|18 18 55.8331505520 -13 46 54.058308492|14.248   |13.493   |12.789   |     ~   |11.770   |B9III            |  29|   0
157 |    160.43|    99|2022A&A...664A..66M|B              |NGC 6611 400                       |Y*O|18 18 55.8331505520 -13 46 54.058308492|14.248   |13.493   |12.789   |     ~   |11.770   |B9III            |  29|   0
158 |    160.43|   100|2013ApJS..209...32B|B              |NGC 6611 400                       |Y*O|18 18 55.8331505520 -13 46 54.058308492|14.248   |13.493   |12.789   |     ~   |11.770   |B9III            |  29|   0
159 |    160.43|   100|2013MNRAS.434..806B|B              |NGC 6611 400                       |Y*O|18 18 55.8331505520 -13 46 54.058308492|14.248   |13.493   |12.789   |     ~   |11.770   |B9III            |  29|   0
160 |    160.43|   100|2018A&A...618A..93C|B              |NGC 6611 400                       |Y*O|18 18 55.8331505520 -13 46 54.058308492|14.248   |13.493   |12.789   |     ~   |11.770   |B9III            |  29|   0
161 |    160.43|   100|2020A&A...633A..99C|B              |NGC 6611 400                       |Y*O|18 18 55.8331505520 -13 46 54.058308492|14.248   |13.493   |12.789   |     ~   |11.770   |B9III            |  29|   0
162 |    160.43|   100|2020A&A...640A...1C|B              |NGC 6611 400                       |Y*O|18 18 55.8331505520 -13 46 54.058308492|14.248   |13.493   |12.789   |     ~   |11.770   |B9III            |  29|   0
163 |    228.60|    75|2009A&A...496..453G|S              |2MASS J18185599-1344462            |Y*?|18 18 55.9919421912 -13 44 46.367304036|15.858   |13.525   |11.632   |     ~   |9.857    |~                |  12|   0
164 |    228.60|   100|2013MNRAS.434..806B|B              |2MASS J18185599-1344462            |Y*?|18 18 55.9919421912 -13 44 46.367304036|15.858   |13.525   |11.632   |     ~   |9.857    |~                |  12|   0
165 |    267.78|    88|2013MNRAS.430.1334M|B              |NGC 6611 411                       |*  |18 18 56.97 -13 44 06.5                |     ~   |13.79    |12.18    |     ~   |     ~   |K0V              |  14|   0
166 |    570.71|     0|2023MNRAS.520.5487M|B              |NGC 6611 451                       |dS*|18 19 00.9315081984 -13 38 49.065569772|     ~   |15.085   |14.292   |     ~   |13.397   |~                |   6|   0
167 |    570.71|   100|2013ApJS..209...32B|B              |NGC 6611 451                       |dS*|18 19 00.9315081984 -13 38 49.065569772|     ~   |15.085   |14.292   |     ~   |13.397   |~                |   6|   0
168 |    330.51|    96|2022A&A...664A..66M|B              |NGC 6611 472                       |Y*O|18 19 04.7114310432 -13 44 44.557244268|13.07    |13.421   |12.846   |     ~   |12.109   |B3Ve             |  21|   0
169 |    330.51|    96|2023MNRAS.520.5487M|B              |NGC 6611 472                       |Y*O|18 19 04.7114310432 -13 44 44.557244268|13.07    |13.421   |12.846   |     ~   |12.109   |B3Ve             |  21|   0
170 |    330.51|   100|2018A&A...618A..93C|B              |NGC 6611 472                       |Y*O|18 19 04.7114310432 -13 44 44.557244268|13.07    |13.421   |12.846   |     ~   |12.109   |B3Ve             |  21|   0
171 |    330.51|   100|2020A&A...633A..99C|B              |NGC 6611 472                       |Y*O|18 19 04.7114310432 -13 44 44.557244268|13.07    |13.421   |12.846   |     ~   |12.109   |B3Ve             |  21|   0
172 |    330.51|   100|2020A&A...640A...1C|B              |NGC 6611 472                       |Y*O|18 19 04.7114310432 -13 44 44.557244268|13.07    |13.421   |12.846   |     ~   |12.109   |B3Ve             |  21|   0
173 |    470.34|    75|2009A&A...496..453G|S              |2MASS J18190570-1353335            |Y*O|18 19 05.7075040992 -13 53 33.577337040|12.69    |12.88    |12.52    |     ~   |11.814   |A0V              |  19|   0
174 |    470.34|    85|2022A&A...664A..66M|B              |2MASS J18190570-1353335            |Y*O|18 19 05.7075040992 -13 53 33.577337040|12.69    |12.88    |12.52    |     ~   |11.814   |A0V              |  19|   0
175 |    470.34|   100|2013ApJS..209...32B|B              |2MASS J18190570-1353335            |Y*O|18 19 05.7075040992 -13 53 33.577337040|12.69    |12.88    |12.52    |     ~   |11.814   |A0V              |  19|   0
176 |    470.34|   100|2013MNRAS.434..806B|B              |2MASS J18190570-1353335            |Y*O|18 19 05.7075040992 -13 53 33.577337040|12.69    |12.88    |12.52    |     ~   |11.814   |A0V              |  19|   0
177 |    470.34|   100|2018A&A...618A..93C|B              |2MASS J18190570-1353335            |Y*O|18 19 05.7075040992 -13 53 33.577337040|12.69    |12.88    |12.52    |     ~   |11.814   |A0V              |  19|   0
178 |    470.34|   100|2020A&A...633A..99C|B              |2MASS J18190570-1353335            |Y*O|18 19 05.7075040992 -13 53 33.577337040|12.69    |12.88    |12.52    |     ~   |11.814   |A0V              |  19|   0
179 |    470.34|   100|2020A&A...640A...1C|B              |2MASS J18190570-1353335            |Y*O|18 19 05.7075040992 -13 53 33.577337040|12.69    |12.88    |12.52    |     ~   |11.814   |A0V              |  19|   0
180 |    839.77|    97|2022A&A...664A..66M|B              |NGC 6611 555                       |Y*O|18 17 52.1678476944 -13 53 03.497447530|     ~   |13.50    |12.95    |     ~   |     ~   |~                |   6|   0
181 |    639.69|    50|2020A&A...633A..99C|B              |NGC 6611 625                       |Y*?|18 18 08.1534513797 -13 53 16.647460993|     ~   |14.62    |14.07    |     ~   |     ~   |A0V              |   5|   0
182 |    639.69|    84|2022A&A...664A..66M|B              |NGC 6611 625                       |Y*?|18 18 08.1534513797 -13 53 16.647460993|     ~   |14.62    |14.07    |     ~   |     ~   |A0V              |   5|   0
183 |    688.83|    70|2020A&A...633A..99C|B              |NGC 6611 599                       |*  |18 19 06.4626579048 -13 57 45.931957632|     ~   |11.5     |10.2     |     ~   |     ~   |G8III            |  14|   0
184 |    688.83|    70|2020A&A...640A...1C|B              |NGC 6611 599                       |*  |18 19 06.4626579048 -13 57 45.931957632|     ~   |11.5     |10.2     |     ~   |     ~   |G8III            |  14|   0
185 |    688.83|    70|2021A&A...647A..19T|B              |NGC 6611 599                       |*  |18 19 06.4626579048 -13 57 45.931957632|     ~   |11.5     |10.2     |     ~   |     ~   |G8III            |  14|   0
186 |    731.19|    80|2007AJ....133.1092W|S              |NGC 6611 597                       |Y*O|18 19 13.1059946448 -13 57 38.287741464|12.39    |12.15    |12.23    |     ~   |     ~   |B2V              |  12|   0
187 |    731.19|   100|2018A&A...618A..93C|B              |NGC 6611 597                       |Y*O|18 19 13.1059946448 -13 57 38.287741464|12.39    |12.15    |12.23    |     ~   |     ~   |B2V              |  12|   0
188 |    731.19|   100|2020A&A...633A..99C|B              |NGC 6611 597                       |Y*O|18 19 13.1059946448 -13 57 38.287741464|12.39    |12.15    |12.23    |     ~   |     ~   |B2V              |  12|   0
189 |    731.19|   100|2020A&A...640A...1C|B              |NGC 6611 597                       |Y*O|18 19 13.1059946448 -13 57 38.287741464|12.39    |12.15    |12.23    |     ~   |     ~   |B2V              |  12|   0
190 |    731.19|   100|2022A&A...664A..66M|B              |NGC 6611 597                       |Y*O|18 19 13.1059946448 -13 57 38.287741464|12.39    |12.15    |12.23    |     ~   |     ~   |B2V              |  12|   0
191 |    503.48|   100|2013ApJS..209...32B|B              |2MASS J18191476-1351502            |Y*O|18 19 14.7637284168 -13 51 50.182397316|     ~   |14.28    |13.44    |     ~   |     ~   |~                |   5|   0
192 |    689.24|    80|2007AJ....133.1092W|S              |LS IV -13 30                       |*  |18 19 18.4807882752 -13 55 40.086757524|11.32    |11.78    |11.42    |     ~   |     ~   |B1.5V            |  28|   0
193 |    689.24|   100|2018A&A...618A..93C|B              |LS IV -13 30                       |*  |18 19 18.4807882752 -13 55 40.086757524|11.32    |11.78    |11.42    |     ~   |     ~   |B1.5V            |  28|   0
194 |    689.24|   100|2020A&A...633A..99C|B              |LS IV -13 30                       |*  |18 19 18.4807882752 -13 55 40.086757524|11.32    |11.78    |11.42    |     ~   |     ~   |B1.5V            |  28|   0
195 |    689.24|   100|2020A&A...640A...1C|B              |LS IV -13 30                       |*  |18 19 18.4807882752 -13 55 40.086757524|11.32    |11.78    |11.42    |     ~   |     ~   |B1.5V            |  28|   0
196 |    494.25|    50|2020A&A...633A..99C|B              |NGC 6611 538                       |Y*?|18 19 18.9002959752 -13 48 17.426715912|15.164   |14.401   |13.782   |     ~   |13.043   |~                |   8|   0
197 |    494.25|    75|2009A&A...496..453G|S              |NGC 6611 538                       |Y*?|18 19 18.9002959752 -13 48 17.426715912|15.164   |14.401   |13.782   |     ~   |13.043   |~                |   8|   0
198 |    494.25|    83|2022A&A...664A..66M|B              |NGC 6611 538                       |Y*?|18 19 18.9002959752 -13 48 17.426715912|15.164   |14.401   |13.782   |     ~   |13.043   |~                |   8|   0
199 |    494.25|   100|2013MNRAS.434..806B|B              |NGC 6611 538                       |Y*?|18 19 18.9002959752 -13 48 17.426715912|15.164   |14.401   |13.782   |     ~   |13.043   |~                |   8|   0
200 |    802.96|    80|2022A&A...664A..66M|B              |NGC 6611 603                       |Y*?|18 19 22.5280518264 -13 57 21.102793020|     ~   |12.94    |12.53    |     ~   |     ~   |~                |   5|   0
201 |    659.26|    60|2020A&A...633A..99C|B              |NGC 6611 638                       |Y*O|18 19 24.5745477665 -13 42 08.466580535|     ~   |15.32    |14.60    |     ~   |     ~   |~                |   4|   0
202 |    659.26|    92|2022A&A...664A..66M|B              |NGC 6611 638                       |Y*O|18 19 24.5745477665 -13 42 08.466580535|     ~   |15.32    |14.60    |     ~   |     ~   |~                |   4|   0
203 |    598.90|   100|2013ApJS..209...32B|B              |2MASS J18192622-1347254            |Y*O|18 19 26.2297017960 -13 47 25.488169872|     ~   |13.63    |13.06    |     ~   |     ~   |A7II             |   5|   0
204 |    183.67|    75|2009A&A...496..453G|S              |Cl* NGC 6611 GMD 946               |Y*O|18 18 32.7191556864 -13 48 04.406407596|     ~   |21.077   |18.789   |     ~   |16.130   |~                |   6|   0
205 |    183.67|    90|2020A&A...633A..99C|B              |Cl* NGC 6611 GMD 946               |Y*O|18 18 32.7191556864 -13 48 04.406407596|     ~   |21.077   |18.789   |     ~   |16.130   |~                |   6|   0
206 |    183.67|    90|2020A&A...640A...1C|B              |Cl* NGC 6611 GMD 946               |Y*O|18 18 32.7191556864 -13 48 04.406407596|     ~   |21.077   |18.789   |     ~   |16.130   |~                |   6|   0
