 #  |dist(asec)|prob. |     link ref      |     link      |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |   spec. type    |#bib|#not
    |          |member|                   |    comment    |                                   |   |                                       |         |         |         |         |         |                 |    |    
365 |    154.78|   100|2013ApJS..209...32B|B              |2MASS J18185553-1348019            |Y*O|18 18 55.5337971120 -13 48 01.935469800|17.359   |16.319   |14.964   |     ~   |13.264   |~                |   6|   0
366 |    154.78|   100|2013MNRAS.434..806B|B              |2MASS J18185553-1348019            |Y*O|18 18 55.5337971120 -13 48 01.935469800|17.359   |16.319   |14.964   |     ~   |13.264   |~                |   6|   0
367 |    420.80|    75|2009A&A...496..453G|S              |2MASS J18185629-1353593            |Y*?|18 18 56.2997873760 -13 53 59.222064444|17.458   |16.598   |15.733   |     ~   |14.502   |~                |   9|   0
368 |    420.80|    75|2010A&A...521A..18G|S              |2MASS J18185629-1353593            |Y*?|18 18 56.2997873760 -13 53 59.222064444|17.458   |16.598   |15.733   |     ~   |14.502   |~                |   9|   0
369 |    420.80|    90|2020A&A...633A..99C|B              |2MASS J18185629-1353593            |Y*?|18 18 56.2997873760 -13 53 59.222064444|17.458   |16.598   |15.733   |     ~   |14.502   |~                |   9|   0
370 |    420.80|    90|2020A&A...640A...1C|B              |2MASS J18185629-1353593            |Y*?|18 18 56.2997873760 -13 53 59.222064444|17.458   |16.598   |15.733   |     ~   |14.502   |~                |   9|   0
371 |    420.80|   100|2013MNRAS.434..806B|B              |2MASS J18185629-1353593            |Y*?|18 18 56.2997873760 -13 53 59.222064444|17.458   |16.598   |15.733   |     ~   |14.502   |~                |   9|   0
372 |    230.84|    96|2022A&A...664A..66M|B              |NGC 6611 404                       |Y*O|18 18 56.4598788264 -13 50 12.450199416|     ~   |17.139   |16.209   |     ~   |     ~   |~                |   8|   0
373 |    230.84|   100|2018A&A...618A..93C|B              |NGC 6611 404                       |Y*O|18 18 56.4598788264 -13 50 12.450199416|     ~   |17.139   |16.209   |     ~   |     ~   |~                |   8|   0
374 |    230.84|   100|2020A&A...633A..99C|B              |NGC 6611 404                       |Y*O|18 18 56.4598788264 -13 50 12.450199416|     ~   |17.139   |16.209   |     ~   |     ~   |~                |   8|   0
375 |    230.84|   100|2020A&A...640A...1C|B              |NGC 6611 404                       |Y*O|18 18 56.4598788264 -13 50 12.450199416|     ~   |17.139   |16.209   |     ~   |     ~   |~                |   8|   0
376 |    233.65|    60|2020A&A...633A..99C|B              |2MASS J18185692-1344530            |Y*O|18 18 56.9243092224 -13 44 53.035569492|16.452   |15.558   |14.659   |     ~   |13.599   |~                |   8|   0
377 |    233.65|    75|2009A&A...496..453G|S              |2MASS J18185692-1344530            |Y*O|18 18 56.9243092224 -13 44 53.035569492|16.452   |15.558   |14.659   |     ~   |13.599   |~                |   8|   0
378 |    233.65|    89|2022A&A...664A..66M|B              |2MASS J18185692-1344530            |Y*O|18 18 56.9243092224 -13 44 53.035569492|16.452   |15.558   |14.659   |     ~   |13.599   |~                |   8|   0
379 |    233.65|   100|2013ApJS..209...32B|B              |2MASS J18185692-1344530            |Y*O|18 18 56.9243092224 -13 44 53.035569492|16.452   |15.558   |14.659   |     ~   |13.599   |~                |   8|   0
380 |    233.65|   100|2013MNRAS.434..806B|B              |2MASS J18185692-1344530            |Y*O|18 18 56.9243092224 -13 44 53.035569492|16.452   |15.558   |14.659   |     ~   |13.599   |~                |   8|   0
381 |    527.99|    63|2022A&A...664A..66M|B              |NGC 6611 403                       |Y*?|18 18 57.0700206023 -13 55 49.686716521|     ~   |17.385   |16.499   |     ~   |     ~   |~                |   3|   0
382 |    347.42|    70|2020A&A...633A..99C|B              |NGC 6611 424                       |Y*O|18 18 57.9196907088 -13 42 38.072278656|     ~   |16.281   |15.370   |     ~   |     ~   |~                |   7|   0
383 |    347.42|    70|2020A&A...640A...1C|B              |NGC 6611 424                       |Y*O|18 18 57.9196907088 -13 42 38.072278656|     ~   |16.281   |15.370   |     ~   |     ~   |~                |   7|   0
384 |    347.42|    92|2022A&A...664A..66M|B              |NGC 6611 424                       |Y*O|18 18 57.9196907088 -13 42 38.072278656|     ~   |16.281   |15.370   |     ~   |     ~   |~                |   7|   0
385 |    347.42|   100|2013ApJS..209...32B|B              |NGC 6611 424                       |Y*O|18 18 57.9196907088 -13 42 38.072278656|     ~   |16.281   |15.370   |     ~   |     ~   |~                |   7|   0
386 |    276.57|    63|2022A&A...664A..66M|B              |NGC 6611 419                       |Y*?|18 18 58.2751013004 -13 50 50.640051043|     ~   |16.268   |15.492   |     ~   |     ~   |~                |   4|   0
387 |    211.14|    75|2009A&A...496..453G|S              |2MASS J18185833-1346052            |Y*?|18 18 58.3572629568 -13 46 05.228828688|16.815   |15.947   |14.866   |     ~   |13.649   |~                |   5|   0
388 |    211.14|   100|2013MNRAS.434..806B|B              |2MASS J18185833-1346052            |Y*?|18 18 58.3572629568 -13 46 05.228828688|16.815   |15.947   |14.866   |     ~   |13.649   |~                |   5|   0
389 |    248.80|    97|2022A&A...664A..66M|B              |NGC 6611 425                       |Y*O|18 18 58.7398171608 -13 50 01.348100232|     ~   |16.821   |16.022   |     ~   |     ~   |~                |   8|   0
390 |    248.80|   100|2018A&A...618A..93C|B              |NGC 6611 425                       |Y*O|18 18 58.7398171608 -13 50 01.348100232|     ~   |16.821   |16.022   |     ~   |     ~   |~                |   8|   0
391 |    248.80|   100|2020A&A...633A..99C|B              |NGC 6611 425                       |Y*O|18 18 58.7398171608 -13 50 01.348100232|     ~   |16.821   |16.022   |     ~   |     ~   |~                |   8|   0
392 |    248.80|   100|2020A&A...640A...1C|B              |NGC 6611 425                       |Y*O|18 18 58.7398171608 -13 50 01.348100232|     ~   |16.821   |16.022   |     ~   |     ~   |~                |   8|   0
393 |    403.31|    91|2022A&A...664A..66M|B              |NGC 6611 433                       |Y*O|18 18 58.8952247160 -13 41 41.383264596|15.85    |15.73    |14.60    |     ~   |     ~   |B                |  11|   0
394 |    403.31|   100|2018A&A...618A..93C|B              |NGC 6611 433                       |Y*O|18 18 58.8952247160 -13 41 41.383264596|15.85    |15.73    |14.60    |     ~   |     ~   |B                |  11|   0
395 |    403.31|   100|2020A&A...633A..99C|B              |NGC 6611 433                       |Y*O|18 18 58.8952247160 -13 41 41.383264596|15.85    |15.73    |14.60    |     ~   |     ~   |B                |  11|   0
396 |    403.31|   100|2020A&A...640A...1C|B              |NGC 6611 433                       |Y*O|18 18 58.8952247160 -13 41 41.383264596|15.85    |15.73    |14.60    |     ~   |     ~   |B                |  11|   0
397 |    215.90|    80|2020A&A...633A..99C|B              |NGC 6611 431                       |*  |18 18 59.0112381345 -13 46 15.981626404|     ~   |15.644   |14.691   |     ~   |     ~   |~                |   5|   0
398 |    215.90|    80|2020A&A...640A...1C|B              |NGC 6611 431                       |*  |18 18 59.0112381345 -13 46 15.981626404|     ~   |15.644   |14.691   |     ~   |     ~   |~                |   5|   0
399 |    499.68|     0|2023MNRAS.520.5487M|B              |2MASS J18185915-1339552            |Y*O|18 18 59.1600550152 -13 39 55.316302776|     ~   |15.283   |14.204   |     ~   |12.985   |~                |   5|   0
400 |    499.68|   100|2013ApJS..209...32B|B              |2MASS J18185915-1339552            |Y*O|18 18 59.1600550152 -13 39 55.316302776|     ~   |15.283   |14.204   |     ~   |12.985   |~                |   5|   0
401 |    238.40|    70|2020A&A...633A..99C|B              |NGC 6611 435                       |dS*|18 18 59.5750177980 -13 45 39.462598932|17.037   |16.437   |15.474   |     ~   |14.278   |~                |   6|   0
402 |    238.40|    70|2020A&A...640A...1C|B              |NGC 6611 435                       |dS*|18 18 59.5750177980 -13 45 39.462598932|17.037   |16.437   |15.474   |     ~   |14.278   |~                |   6|   0
403 |    238.40|    93|2022A&A...664A..66M|B              |NGC 6611 435                       |dS*|18 18 59.5750177980 -13 45 39.462598932|17.037   |16.437   |15.474   |     ~   |14.278   |~                |   6|   0
404 |    238.40|    94|2023MNRAS.520.5487M|B              |NGC 6611 435                       |dS*|18 18 59.5750177980 -13 45 39.462598932|17.037   |16.437   |15.474   |     ~   |14.278   |~                |   6|   0
405 |    316.18|    73|2022A&A...664A..66M|B              |NGC 6611 436                       |Y*?|18 19 00.2284742670 -13 51 18.226383283|     ~   |16.191   |15.479   |     ~   |     ~   |~                |   4|   0
406 |    246.67|    75|2009A&A...496..453G|S              |NGC 6611 443                       |Y*O|18 19 00.5714257896 -13 45 50.320761372|17.070   |16.071   |14.738   |     ~   |13.112   |~                |  11|   0
407 |    246.67|    99|2022A&A...664A..66M|B              |NGC 6611 443                       |Y*O|18 19 00.5714257896 -13 45 50.320761372|17.070   |16.071   |14.738   |     ~   |13.112   |~                |  11|   0
408 |    246.67|   100|2013ApJS..209...32B|B              |NGC 6611 443                       |Y*O|18 19 00.5714257896 -13 45 50.320761372|17.070   |16.071   |14.738   |     ~   |13.112   |~                |  11|   0
409 |    246.67|   100|2013MNRAS.434..806B|B              |NGC 6611 443                       |Y*O|18 19 00.5714257896 -13 45 50.320761372|17.070   |16.071   |14.738   |     ~   |13.112   |~                |  11|   0
410 |    246.67|   100|2018A&A...618A..93C|B              |NGC 6611 443                       |Y*O|18 19 00.5714257896 -13 45 50.320761372|17.070   |16.071   |14.738   |     ~   |13.112   |~                |  11|   0
411 |    246.67|   100|2020A&A...633A..99C|B              |NGC 6611 443                       |Y*O|18 19 00.5714257896 -13 45 50.320761372|17.070   |16.071   |14.738   |     ~   |13.112   |~                |  11|   0
412 |    246.67|   100|2020A&A...640A...1C|B              |NGC 6611 443                       |Y*O|18 19 00.5714257896 -13 45 50.320761372|17.070   |16.071   |14.738   |     ~   |13.112   |~                |  11|   0
413 |    354.64|    75|2009A&A...496..453G|S              |NGC 6611 481                       |Y*?|18 19 04.5875766744 -13 43 58.300878576|19.816   |17.584   |16.493   |     ~   |14.367   |~                |   9|   0
414 |    354.64|   100|2013MNRAS.434..806B|B              |NGC 6611 481                       |Y*?|18 19 04.5875766744 -13 43 58.300878576|19.816   |17.584   |16.493   |     ~   |14.367   |~                |   9|   0
415 |    354.64|   100|2018A&A...618A..93C|B              |NGC 6611 481                       |Y*?|18 19 04.5875766744 -13 43 58.300878576|19.816   |17.584   |16.493   |     ~   |14.367   |~                |   9|   0
416 |    354.64|   100|2020A&A...633A..99C|B              |NGC 6611 481                       |Y*?|18 19 04.5875766744 -13 43 58.300878576|19.816   |17.584   |16.493   |     ~   |14.367   |~                |   9|   0
417 |    354.64|   100|2020A&A...640A...1C|B              |NGC 6611 481                       |Y*?|18 19 04.5875766744 -13 43 58.300878576|19.816   |17.584   |16.493   |     ~   |14.367   |~                |   9|   0
418 |    415.99|     0|2023MNRAS.520.5487M|B              |NGC 6611 465                       |V* |18 19 04.8221842128 -13 52 32.360758500|15.532   |15.283   |14.522   |     ~   |13.694   |~                |   4|   0
419 |    315.20|    75|2009A&A...496..453G|S              |2MASS J18190519-1345332            |Y*?|18 19 05.1898795656 -13 45 33.479906904|18.245   |16.995   |15.684   |     ~   |14.265   |~                |   4|   0
420 |    315.20|   100|2013MNRAS.434..806B|B              |2MASS J18190519-1345332            |Y*?|18 19 05.1898795656 -13 45 33.479906904|18.245   |16.995   |15.684   |     ~   |14.265   |~                |   4|   0
421 |    375.79|    96|2022A&A...664A..66M|B              |NGC 6611 478                       |Y*O|18 19 06.0346572648 -13 51 11.231896464|     ~   |16.322   |15.449   |     ~   |     ~   |~                |   8|   0
422 |    375.79|   100|2013ApJS..209...32B|B              |NGC 6611 478                       |Y*O|18 19 06.0346572648 -13 51 11.231896464|     ~   |16.322   |15.449   |     ~   |     ~   |~                |   8|   0
423 |    375.79|   100|2018A&A...618A..93C|B              |NGC 6611 478                       |Y*O|18 19 06.0346572648 -13 51 11.231896464|     ~   |16.322   |15.449   |     ~   |     ~   |~                |   8|   0
424 |    375.79|   100|2020A&A...633A..99C|B              |NGC 6611 478                       |Y*O|18 19 06.0346572648 -13 51 11.231896464|     ~   |16.322   |15.449   |     ~   |     ~   |~                |   8|   0
425 |    375.79|   100|2020A&A...640A...1C|B              |NGC 6611 478                       |Y*O|18 19 06.0346572648 -13 51 11.231896464|     ~   |16.322   |15.449   |     ~   |     ~   |~                |   8|   0
426 |    525.81|    70|2020A&A...633A..99C|B              |NGC 6611 491                       |dS*|18 19 07.4300880120 -13 40 37.923611124|     ~   |16.928   |15.275   |     ~   |12.836   |~                |   7|   0
427 |    525.81|    70|2020A&A...640A...1C|B              |NGC 6611 491                       |dS*|18 19 07.4300880120 -13 40 37.923611124|     ~   |16.928   |15.275   |     ~   |12.836   |~                |   7|   0
428 |    525.81|    92|2023MNRAS.520.5487M|B              |NGC 6611 491                       |dS*|18 19 07.4300880120 -13 40 37.923611124|     ~   |16.928   |15.275   |     ~   |12.836   |~                |   7|   0
429 |    525.81|   100|2013ApJS..209...32B|B              |NGC 6611 491                       |dS*|18 19 07.4300880120 -13 40 37.923611124|     ~   |16.928   |15.275   |     ~   |12.836   |~                |   7|   0
430 |    366.00|    98|2022A&A...664A..66M|B              |NGC 6611 505                       |Y*O|18 19 10.2054719880 -13 47 10.903372440|     ~   |15.715   |14.934   |     ~   |     ~   |~                |   8|   0
431 |    366.00|   100|2018A&A...618A..93C|B              |NGC 6611 505                       |Y*O|18 19 10.2054719880 -13 47 10.903372440|     ~   |15.715   |14.934   |     ~   |     ~   |~                |   8|   0
432 |    366.00|   100|2020A&A...633A..99C|B              |NGC 6611 505                       |Y*O|18 19 10.2054719880 -13 47 10.903372440|     ~   |15.715   |14.934   |     ~   |     ~   |~                |   8|   0
433 |    366.00|   100|2020A&A...640A...1C|B              |NGC 6611 505                       |Y*O|18 19 10.2054719880 -13 47 10.903372440|     ~   |15.715   |14.934   |     ~   |     ~   |~                |   8|   0
434 |    488.19|    67|2022A&A...664A..66M|B              |NGC 6611 527                       |Y*?|18 19 14.1742579936 -13 43 28.015552042|     ~   |16.384   |15.562   |     ~   |     ~   |~                |   6|   0
435 |    488.19|    90|2020A&A...633A..99C|B              |NGC 6611 527                       |Y*?|18 19 14.1742579936 -13 43 28.015552042|     ~   |16.384   |15.562   |     ~   |     ~   |~                |   6|   0
436 |    488.19|    90|2020A&A...640A...1C|B              |NGC 6611 527                       |Y*?|18 19 14.1742579936 -13 43 28.015552042|     ~   |16.384   |15.562   |     ~   |     ~   |~                |   6|   0
437 |    477.15|   100|2013ApJS..209...32B|B              |2MASS J18191506-1344179            |Y*O|18 19 15.0664312416 -13 44 18.019759632|     ~   |15.294   |13.835   |     ~   |     ~   |~                |   4|   0
438 |    520.48|    89|2022A&A...664A..66M|B              |NGC 6611 533                       |Y*?|18 19 16.4812526819 -13 43 21.966505067|     ~   |17.227   |16.397   |     ~   |     ~   |~                |   5|   0
439 |    520.48|    90|2020A&A...633A..99C|B              |NGC 6611 533                       |Y*?|18 19 16.4812526819 -13 43 21.966505067|     ~   |17.227   |16.397   |     ~   |     ~   |~                |   5|   0
440 |    520.48|    90|2020A&A...640A...1C|B              |NGC 6611 533                       |Y*?|18 19 16.4812526819 -13 43 21.966505067|     ~   |17.227   |16.397   |     ~   |     ~   |~                |   5|   0
441 |    592.93|   100|2013ApJS..209...32B|B              |2MASS J18192395-1344339            |Y*O|18 19 23.9591217120 -13 44 34.061512020|     ~   |17.119   |16.251   |     ~   |     ~   |~                |   3|   0
442 |    797.51|    94|2022A&A...664A..66M|B              |NGC 6611 609                       |Y*O|18 19 32.5943642112 -13 54 08.635586760|     ~   |13.458   |12.805   |     ~   |     ~   |~                |   4|   0
443 |    855.63|    80|2007AJ....133.1092W|S              |2MASS J18193282-1355506            |Y*O|18 19 32.8237551408 -13 55 50.660997348|12.72    |12.95    |12.48    |     ~   |     ~   |B3V              |   8|   0
444 |    855.63|   100|2013ApJS..209...32B|B              |2MASS J18193282-1355506            |Y*O|18 19 32.8237551408 -13 55 50.660997348|12.72    |12.95    |12.48    |     ~   |     ~   |B3V              |   8|   0
445 |    780.55|   100|2013ApJS..209...32B|B              |2MASS J18193835-1348591            |Y*O|18 19 38.3624905584 -13 48 59.209435764|     ~   |14.003   |12.293   |     ~   |     ~   |~                |   4|   0
446 |   1406.99|    75|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 35914             |Y*?|18 17 16.5069592968 -13 38 12.468642180|     ~   |16.466   |15.472   |     ~   |     ~   |~                |   2|   0
447 |   1228.58|    68|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 35996             |Y*?|18 17 20.8750863864 -13 48 29.463704028|     ~   |15.002   |14.338   |     ~   |     ~   |~                |   3|   0
448 |   1411.27|    92|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 36106             |Y*O|18 17 22.1305847448 -13 59 40.165603044|     ~   |17.038   |16.123   |     ~   |     ~   |~                |   2|   0
449 |   1329.76|    51|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 36103             |Y*?|18 17 28.0188510408 -13 59 23.811525096|     ~   |15.195   |14.320   |     ~   |     ~   |~                |   2|   0
450 |   1178.07|    93|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 35921             |Y*O|18 17 32.4606877392 -13 38 54.654555048|     ~   |17.296   |16.265   |     ~   |     ~   |~                |   2|   0
451 |   1379.83|    74|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 35859             |Y*?|18 17 36.4689655527 -13 31 41.111628903|     ~   |14.077   |11.896   |     ~   |     ~   |~                |   2|   0
452 |   1244.20|    64|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 36117             |Y*?|18 17 38.9724794859 -14 00 38.840638036|     ~   |16.885   |15.845   |     ~   |     ~   |~                |   2|   0
453 |   1193.11|    98|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 36104             |Y*O|18 17 40.0628673576 -13 59 36.533330340|     ~   |16.789   |15.802   |     ~   |     ~   |~                |   2|   0
454 |   1280.95|    75|2009A&A...496..453G|S              |2MASS J18174104-1332544            |Y*?|18 17 41.0491771992 -13 32 54.398276772|     ~   |16.106   |15.245   |     ~   |     ~   |~                |   2|   0
455 |    995.96|    93|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 33847             |Y*O|18 17 44.1271010449 -13 40 01.703138938|     ~   |16.467   |15.557   |     ~   |     ~   |~                |   2|   0
456 |   1125.14|    53|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 34051             |Y*?|18 17 45.3780296496 -13 59 24.768939516|     ~   |16.718   |15.040   |     ~   |     ~   |~                |   2|   0
457 |   1120.91|    87|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 34058             |Y*?|18 17 46.9430033616 -13 59 45.242445136|     ~   |16.268   |15.554   |     ~   |     ~   |~                |   2|   0
458 |    885.71|    75|2009A&A...496..453G|S              |2MASS J18174725-1352032            |Y*?|18 17 47.2524211896 -13 52 03.393880104|18.709   |17.615   |16.521   |     ~   |15.316   |~                |   3|   0
459 |    885.71|   100|2013MNRAS.434..806B|B              |2MASS J18174725-1352032            |Y*?|18 17 47.2524211896 -13 52 03.393880104|18.709   |17.615   |16.521   |     ~   |15.316   |~                |   3|   0
460 |    878.79|    54|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 33869             |Y*?|18 17 47.5973325168 -13 43 06.866467140|     ~   |15.689   |14.892   |     ~   |     ~   |~                |   2|   0
461 |    963.24|    75|2009A&A...496..453G|S              |2MASS J18174775-1339326            |Y*?|18 17 47.7500410152 -13 39 32.675228352|     ~   |16.233   |14.684   |     ~   |13.007   |~                |   2|   0
462 |    935.86|    84|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 34004             |Y*?|18 17 48.9972040536 -13 55 07.020195636|     ~   |17.047   |16.252   |     ~   |     ~   |~                |   2|   0
463 |   1099.05|    57|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 33798             |Y*?|18 17 52.7344919232 -13 34 20.629251228|     ~   |17.463   |16.241   |     ~   |14.828   |~                |   4|   0
464 |   1099.05|    75|2009A&A...496..453G|S              |Cl* NGC 6611 BKP 33798             |Y*?|18 17 52.7344919232 -13 34 20.629251228|     ~   |17.463   |16.241   |     ~   |14.828   |~                |   4|   0
465 |   1099.05|    75|2010A&A...521A..18G|S              |Cl* NGC 6611 BKP 33798             |Y*?|18 17 52.7344919232 -13 34 20.629251228|     ~   |17.463   |16.241   |     ~   |14.828   |~                |   4|   0
466 |   1374.48|    78|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 33744             |Y*?|18 17 53.8825275667 -13 28 17.370030161|     ~   |14.82    |13.225   |     ~   |     ~   |~                |   2|   0
467 |   1289.13|    61|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 33757             |Y*?|18 17 54.2231822904 -13 29 56.955381648|     ~   |17.075   |16.163   |     ~   |     ~   |~                |   2|   0
468 |   1185.43|    66|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 33771             |Y*?|18 17 57.3191287320 -13 31 32.136231468|     ~   |17.467   |16.495   |     ~   |     ~   |~                |   2|   0
469 |   1420.29|    66|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 33713             |Y*?|18 18 03.4027916208 -13 26 07.706233896|     ~   |14.442   |13.558   |     ~   |     ~   |~                |   2|   0
470 |   1393.25|    63|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 33722             |Y*?|18 18 03.9406319126 -13 26 33.917964869|     ~   |16.516   |15.620   |     ~   |     ~   |~                |   2|   0
471 |    955.67|    67|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 34063             |Y*?|18 18 04.5510424871 -14 00 02.427955767|     ~   |16.079   |14.909   |     ~   |     ~   |~                |   3|   0
472 |    730.25|    75|2009A&A...496..453G|S              |2MASS J18180462-1354418            |Y*?|18 18 04.6242676488 -13 54 41.827380732|     ~   |16.473   |15.118   |     ~   |13.588   |~                |   3|   0
473 |    730.25|   100|2013MNRAS.434..806B|B              |2MASS J18180462-1354418            |Y*?|18 18 04.6242676488 -13 54 41.827380732|     ~   |16.473   |15.118   |     ~   |13.588   |~                |   3|   0
474 |   1215.68|    73|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 33756             |Y*?|18 18 05.8333177577 -13 29 38.848912980|     ~   |14.684   |14.032   |     ~   |     ~   |~                |   3|   0
475 |    556.41|    75|2009A&A...496..453G|S              |2MASS J18180691-1347273            |Y*?|18 18 06.9253801632 -13 47 27.405188196|     ~   |18.029   |16.877   |     ~   |15.546   |~                |   3|   0
476 |    556.41|   100|2013MNRAS.434..806B|B              |2MASS J18180691-1347273            |Y*?|18 18 06.9253801632 -13 47 27.405188196|     ~   |18.029   |16.877   |     ~   |15.546   |~                |   3|   0
477 |    895.93|    56|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 31996             |Y*?|18 18 14.5104957984 -14 00 28.404624780|     ~   |15.735   |14.912   |     ~   |     ~   |~                |   3|   0
478 |    891.39|    51|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 32008             |Y*?|18 18 19.2179916864 -14 00 58.869876888|     ~   |17.177   |16.145   |     ~   |     ~   |~                |   2|   0
479 |    817.93|    75|2009A&A...496..453G|S              |2MASS J18182006-1359432            |Y*?|18 18 20.0775156936 -13 59 43.347517404|16.898   |15.548   |14.585   |     ~   |13.303   |~                |   4|   0
480 |    817.93|   100|2013MNRAS.434..806B|B              |2MASS J18182006-1359432            |Y*?|18 18 20.0775156936 -13 59 43.347517404|16.898   |15.548   |14.585   |     ~   |13.303   |~                |   4|   0
481 |    819.80|    98|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 31984             |Y*O|18 18 20.5047492120 -13 59 48.490552608|     ~   |16.837   |15.792   |     ~   |     ~   |~                |   3|   0
482 |    291.26|    75|2009A&A...496..453G|S              |Cl* NGC 6611 BKP 31789             |*  |18 18 30.1733864280 -13 44 17.772356544|18.287   |17.324   |16.437   |     ~   |     ~   |~                |   3|   0
483 |    291.26|   100|2013MNRAS.434..806B|B              |Cl* NGC 6611 BKP 31789             |*  |18 18 30.1733864280 -13 44 17.772356544|18.287   |17.324   |16.437   |     ~   |     ~   |~                |   3|   0
484 |    803.94|    92|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 31993             |Y*O|18 18 30.4933599144 -14 00 26.414034084|     ~   |16.505   |15.675   |     ~   |     ~   |~                |   3|   0
485 |   1154.52|   100|2013ApJS..209...32B|B              |2MASS J18183691-1328228            |Y*O|18 18 36.9154301760 -13 28 22.890848520|     ~   |17.55    |15.748   |     ~   |     ~   |~                |   3|   0
486 |   1267.87|    84|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 29399             |Y*?|18 18 37.1456676432 -13 26 28.670820468|     ~   |17.251   |16.361   |     ~   |     ~   |~                |   2|   0
487 |    601.34|    60|2020A&A...633A..99C|B              |Cl* NGC 6611 BKP 29818             |Y*O|18 18 38.9022087648 -13 57 25.687887948|     ~   |15.252   |14.743   |     ~   |     ~   |~                |   5|   0
488 |    601.34|    92|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 29818             |Y*O|18 18 38.9022087648 -13 57 25.687887948|     ~   |15.252   |14.743   |     ~   |     ~   |~                |   5|   0
489 |    597.83|    99|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 29817             |Y*O|18 18 39.5883035904 -13 57 23.580198792|     ~   |16.022   |14.766   |     ~   |     ~   |~                |   7|   0
490 |    597.83|   100|2018A&A...618A..93C|B              |Cl* NGC 6611 BKP 29817             |Y*O|18 18 39.5883035904 -13 57 23.580198792|     ~   |16.022   |14.766   |     ~   |     ~   |~                |   7|   0
491 |    597.83|   100|2020A&A...633A..99C|B              |Cl* NGC 6611 BKP 29817             |Y*O|18 18 39.5883035904 -13 57 23.580198792|     ~   |16.022   |14.766   |     ~   |     ~   |~                |   7|   0
492 |    597.83|   100|2020A&A...640A...1C|B              |Cl* NGC 6611 BKP 29817             |Y*O|18 18 39.5883035904 -13 57 23.580198792|     ~   |16.022   |14.766   |     ~   |     ~   |~                |   7|   0
493 |   1057.52|    98|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 29440             |Y*O|18 18 39.8422470576 -13 29 56.480688996|     ~   |17.028   |16.083   |     ~   |     ~   |~                |   2|   0
494 |    171.92|    75|2009A&A...496..453G|S              |Cl* NGC 6611 BKP 29617             |Y*O|18 18 40.0704621144 -13 44 55.817025828|19.281   |17.903   |16.129   |     ~   |13.888   |~                |  10|   0
495 |    171.92|    99|2022A&A...664A..66M|B              |Cl* NGC 6611 BKP 29617             |Y*O|18 18 40.0704621144 -13 44 55.817025828|19.281   |17.903   |16.129   |     ~   |13.888   |~                |  10|   0
496 |    171.92|   100|2013ApJS..209...32B|B              |Cl* NGC 6611 BKP 29617             |Y*O|18 18 40.0704621144 -13 44 55.817025828|19.281   |17.903   |16.129   |     ~   |13.888   |~                |  10|   0
497 |    171.92|   100|2013MNRAS.434..806B|B              |Cl* NGC 6611 BKP 29617             |Y*O|18 18 40.0704621144 -13 44 55.817025828|19.281   |17.903   |16.129   |     ~   |13.888   |~                |  10|   0
498 |    171.92|   100|2018A&A...618A..93C|B              |Cl* NGC 6611 BKP 29617             |Y*O|18 18 40.0704621144 -13 44 55.817025828|19.281   |17.903   |16.129   |     ~   |13.888   |~                |  10|   0
499 |    171.92|   100|2020A&A...633A..99C|B              |Cl* NGC 6611 BKP 29617             |Y*O|18 18 40.0704621144 -13 44 55.817025828|19.281   |17.903   |16.129   |     ~   |13.888   |~                |  10|   0
500 |    171.92|   100|2020A&A...640A...1C|B              |Cl* NGC 6611 BKP 29617             |Y*O|18 18 40.0704621144 -13 44 55.817025828|19.281   |17.903   |16.129   |     ~   |13.888   |~                |  10|   0
